SRR,Sublineage,SublineageFrequency
SRR18270830,B.1.1.529,0.00138306
SRR18270831,XF,0.99436284
SRR18270832,XM,0.03059659
SRR18270832,BA.1.20,0.03059659
SRR18270832,BA.1,0.03059659
SRR18270832,BA.1.12,0.03059659
SRR18270832,BA.1.4,0.03059659
SRR18270832,BA.1.6,0.03059659
SRR18270832,BA.1.5,0.03059659
SRR18270832,BA.1.19,0.03059659
SRR18270832,BA.1.13,0.03059659
SRR18270832,BA.1.16,0.03059659
SRR18270832,BA.1.1,0.03059659
SRR18270832,BA.1.18,0.03059659
SRR18270832,BA.1.17,0.03059659
SRR18270832,BA.1.8,0.03059659
SRR18270832,BA.1.3,0.03059659
SRR18270832,BA.1.9,0.03059659
SRR18270832,BA.1.17.2,0.03059659
SRR18270832,BA.1.1.15,0.03059659
SRR18270832,BA.1.13.1,0.03059659
SRR18270832,XS,0.03059659
SRR18270832,XF,0.03059659
SRR18270832,BC.1,0.03059659
SRR18270832,XP,0.03059659
SRR18270832,BA.1.1.5,0.03059659
SRR18270832,BA.1.1.10,0.03059659
SRR18270832,B.1.1.529,0.03059659
SRR18270832,BA.1.1.8,0.03059659
SRR18270832,BA.1.1.9,0.03059659
SRR18270832,BA.1.1.7,0.03059659
SRR18270832,BA.1.1.12,0.03059659
SRR18270832,BA.1.1.11,0.03059659
SRR18270832,BA.1.1.13,0.03059659
SRR18270832,XV,0.00898555
SRR18270832,BA.1.16.2,0.00139480
SRR18270833,BA.1.1.18,0.12305093
SRR18270833,BA.1.1.15,0.12305093
SRR18270833,BA.1.1.7,0.12305093
SRR18270833,BA.1.1.11,0.12305093
SRR18270833,BA.1.1.13,0.12305093
SRR18270833,BA.1.1.14,0.12305093
SRR18270833,BA.1.1.3,0.12305093
SRR18270833,BA.1.1,0.12305093
SRR18270833,BA.1.1.12,0.00347222
SRR18270833,BA.1.1.10,0.00168492
SRR18270833,BA.1.8,0.00139329
SRR18270833,BA.1.1.1,0.00125460
SRR18270834,XS,0.44040951
SRR18270834,BA.1.17.2,0.01451213
SRR18270834,BA.1.20,0.01451213
SRR18270834,BA.1.14.1,0.01451213
SRR18270834,BA.1.14.2,0.01451213
SRR18270834,BA.1.9,0.01451213
SRR18270834,BA.1.3,0.01451213
SRR18270834,BA.1.21.1,0.01451213
SRR18270834,BA.1.17,0.01451213
SRR18270834,BA.1.18,0.01451213
SRR18270834,BA.1.1,0.01451213
SRR18270834,BA.1.13,0.01451213
SRR18270834,BA.1.14,0.01451213
SRR18270834,BA.1.21,0.01451213
SRR18270834,BA.1.5,0.01451213
SRR18270834,BA.1.6,0.01451213
SRR18270834,BA.1.4,0.01451213
SRR18270834,BA.1.7,0.01451213
SRR18270834,BA.1.10,0.01451213
SRR18270834,BA.1.17.1,0.01451213
SRR18270834,BA.1,0.01451213
SRR18270834,BA.1.15,0.01451213
SRR18270834,BA.1.13.1,0.01451213
SRR18270834,BA.1.1.16,0.01451213
SRR18270834,BA.1.1.17,0.01451213
SRR18270834,BA.1.15.1,0.01451213
SRR18270834,BA.1.15.2,0.01451213
SRR18270834,BA.1.1.2,0.01451213
SRR18270834,BA.1.1.18,0.01451213
SRR18270834,BA.1.1.10,0.01451213
SRR18270834,BA.1.1.15,0.01451213
SRR18270834,BA.1.1.8,0.01451213
SRR18270834,BA.1.1.9,0.01451213
SRR18270834,BA.1.1.7,0.01451213
SRR18270834,BA.1.1.11,0.01451213
SRR18270834,BA.1.1.6,0.01451213
SRR18270834,BA.1.1.14,0.01451213
SRR18270834,BA.1.1.4,0.01451213
SRR18270834,BA.1.1.3,0.01451213
SRR18270834,BA.1.8,0.00152601
SRR18270834,XD,0.00100433
SRR18270835,BA.1.1.1,0.03407578
SRR18270835,XP,0.03407578
SRR18270835,BA.1.7,0.03407578
SRR18270835,BA.1.4,0.03407578
SRR18270835,BA.1.5,0.03407578
SRR18270835,BA.1.21,0.03407578
SRR18270835,BA.1.19,0.03407578
SRR18270835,BA.1.14,0.03407578
SRR18270835,BA.1.13,0.03407578
SRR18270835,BA.1.16,0.03407578
SRR18270835,BA.1.1,0.03407578
SRR18270835,BA.1.21.1,0.03407578
SRR18270835,BA.1.9,0.03407578
SRR18270835,BA.1.14.1,0.03407578
SRR18270835,BA.1.20,0.03407578
SRR18270835,BA.1,0.03407578
SRR18270835,BA.1.1.3,0.03407578
SRR18270835,BA.1.1.14,0.03407578
SRR18270835,BA.1.1.6,0.03407578
SRR18270835,BA.1.1.11,0.03407578
SRR18270835,BA.1.1.12,0.03407578
SRR18270835,BA.1.1.7,0.03407578
SRR18270835,BA.1.1.15,0.03407578
SRR18270835,BA.1.1.10,0.03407578
SRR18270835,BA.1.1.18,0.03407578
SRR18270835,BA.1.1.2,0.03407578
SRR18270835,BA.1.16.2,0.03407578
SRR18270835,BA.1.1.16,0.03407578
SRR18270835,BA.1.16.1,0.03407578
SRR18270835,BA.1.13.1,0.00255102
SRR18270835,BA.1.8,0.00108949
SRR18270836,XS,0.99315694
SRR18270836,BA.1.16.2,0.00112131
SRR18270837,BA.1.1.4,0.03382635
SRR18270837,BA.1.1.14,0.03382635
SRR18270837,BA.1.7,0.03382635
SRR18270837,BA.1.4,0.03382635
SRR18270837,BA.1.6,0.03382635
SRR18270837,BA.1.21,0.03382635
SRR18270837,BA.1.19,0.03382635
SRR18270837,BA.1.14,0.03382635
SRR18270837,BA.1.13,0.03382635
SRR18270837,BA.1.16,0.03382635
SRR18270837,BA.1.1,0.03382635
SRR18270837,BA.1.9,0.03382635
SRR18270837,BA.1.14.2,0.03382635
SRR18270837,BA.1.15,0.03382635
SRR18270837,BA.1.16.1,0.03382635
SRR18270837,BA.1.10,0.03382635
SRR18270837,BA.1.1.13,0.03382635
SRR18270837,BA.1.1.15,0.03382635
SRR18270837,BA.1.1.16,0.03382635
SRR18270837,BA.1.16.2,0.03382635
SRR18270837,BA.1.15.2,0.03382635
SRR18270837,BA.1.1.2,0.03382635
SRR18270837,BA.1.1.10,0.03382635
SRR18270837,BA.1.1.8,0.03382635
SRR18270837,BA.1.1.9,0.03382635
SRR18270837,BA.1.1.7,0.03382635
SRR18270837,BA.1.1.12,0.03382635
SRR18270837,BA.1.1.11,0.03382635
SRR18270837,BA.1.1.6,0.03382635
SRR18270837,BA.1.1.3,0.00279720
SRR18270837,BA.1.5,0.00260756
SRR18270837,XP,0.00172414
SRR18270837,BA.1.8,0.00114097
SRR18270838,XS,0.92021823
SRR18270838,BA.1.4,0.01333330
SRR18270838,BA.1.1,0.00169880
SRR18270838,BA.1.20,0.00169880
SRR18270838,BA.1.14.1,0.00169880
SRR18270838,BA.1.14.2,0.00169880
SRR18270838,BA.1.9,0.00169880
SRR18270838,BA.1.21.1,0.00169880
SRR18270838,BA.1.17,0.00169880
SRR18270838,BA.1.18,0.00169880
SRR18270838,BA.1.13,0.00169880
SRR18270838,BC.1,0.00169880
SRR18270838,BA.1.14,0.00169880
SRR18270838,BA.1.19,0.00169880
SRR18270838,BA.1.21,0.00169880
SRR18270838,BA.1.6,0.00169880
SRR18270838,BA.1.7,0.00169880
SRR18270838,BA.1.12,0.00169880
SRR18270838,BA.1.17.1,0.00169880
SRR18270838,BA.1.17.2,0.00169880
SRR18270838,BA.1.15,0.00169880
SRR18270838,BA.1.1.4,0.00169880
SRR18270838,BA.1.1.1,0.00169880
SRR18270838,BA.1.1.16,0.00169880
SRR18270838,BA.1.1.17,0.00169880
SRR18270838,BA.1.15.1,0.00169880
SRR18270838,BA.1.15.2,0.00169880
SRR18270838,BA.1.1.2,0.00169880
SRR18270838,BA.1.1.10,0.00169880
SRR18270838,BA.1.1.15,0.00169880
SRR18270838,BA.1.1.8,0.00169880
SRR18270838,BA.1.1.9,0.00169880
SRR18270838,BA.1.1.7,0.00169880
SRR18270838,BA.1.1.11,0.00169880
SRR18270838,BA.1.1.6,0.00169880
SRR18270838,BA.1.1.14,0.00169880
SRR18270838,BA.1.10,0.00169880
SRR18270838,BA.1.16.2,0.00145057
SRR18280270,BA.1,0.27806934
SRR18280270,BA.1.15,0.20372452
SRR18280270,BA.1.9,0.15843710
SRR18280270,BA.1.1.17,0.03998850
SRR18280270,XS,0.03827759
SRR18280270,BA.1.12,0.03822520
SRR18280270,BA.1.1.18,0.03550090
SRR18280270,BA.1.1.6,0.03507880
SRR18280270,BA.1.19,0.01846200
SRR18280270,BA.1.14,0.01176969
SRR18280270,BA.1.3,0.00344206
SRR18280270,BA.1.7,0.00320434
SRR18280270,B.1.164,0.00252270
SRR18280270,BA.1.4,0.00227073
SRR18280270,XF,0.00216911
SRR18280270,B.1.530,0.00214770
SRR18280270,XM,0.00209718
SRR18280270,BA.1.1.3,0.00189134
SRR18280270,BA.1.16.2,0.00172781
SRR18280270,B.1.220,0.00169796
SRR18280270,BA.1.10,0.00159854
SRR18280270,AY.101,0.00157280
SRR18280270,B.1.304,0.00155763
SRR18280270,B.1.23,0.00153296
SRR18280270,B.1.443,0.00149687
SRR18280270,AY.104,0.00146922
SRR18280270,BA.1.15.1,0.00144449
SRR18280270,AY.99,0.00144147
SRR18280270,AY.17,0.00128080
SRR18280270,AY.120.1,0.00121655
SRR18280270,BA.1.15.2,0.00114699
SRR18280270,AY.76,0.00113419
SRR18280270,B.1.499,0.00109671
SRR18280270,BC.1,0.00108401
SRR18280270,BA.1.14.1,0.00108036
SRR18280270,B.1.178,0.00105849
SRR18280270,B.1.211,0.00101215
SRR18280270,B.1.335,0.00100832
SRR18280271,BA.1,0.36839727
SRR18280271,BA.1.1.9,0.25822552
SRR18280271,BA.1.15,0.08823731
SRR18280271,BA.1.1.18,0.05333500
SRR18280271,BA.1.1.16,0.04606460
SRR18280271,B.1.1.529,0.03845800
SRR18280271,BA.1.1.6,0.03574220
SRR18280271,BA.1.1.4,0.03173890
SRR18280271,BA.1.15.2,0.01416070
SRR18280271,BA.1.16,0.00797242
SRR18280271,BA.1.17,0.00455382
SRR18280271,BA.1.4,0.00271653
SRR18280271,BA.1.3,0.00170094
SRR18280271,BA.1.10,0.00137311
SRR18280271,BA.1.17.1,0.00134892
SRR18280271,BA.1.1.3,0.00128956
SRR18280271,BA.1.1.1,0.00117370
SRR18280271,BA.1.5,0.00114329
SRR18280271,B.1.1.207,0.00108075
SRR18280271,BA.1.16.2,0.00104422
SRR18280271,BA.1.15.1,0.00103199
SRR18280272,BA.1.1.16,0.33576179
SRR18280272,BA.1,0.30138431
SRR18280272,BA.1.1.9,0.06140958
SRR18280272,BA.1.15.2,0.05781420
SRR18280272,BA.1.15,0.05166635
SRR18280272,BA.1.17,0.04152775
SRR18280272,BA.1.1.6,0.03446310
SRR18280272,BA.1.1.18,0.02821060
SRR18280272,XS,0.01675021
SRR18280272,BA.1.1.4,0.01051260
SRR18280272,BA.1.17.2,0.00806765
SRR18280272,XF,0.00309881
SRR18280272,BA.1.4,0.00265108
SRR18280272,BA.1.16.2,0.00218241
SRR18280272,BA.1.1.3,0.00179734
SRR18280272,BA.1.1.1,0.00145104
SRR18280272,BA.1.15.1,0.00138045
SRR18280272,BA.1.3,0.00137091
SRR18280272,BA.1.1.15,0.00123993
SRR18280272,BA.1.1.5,0.00120382
SRR18280272,BA.1.20,0.00116192
SRR18280272,BA.1.10,0.00110519
SRR18280272,BA.1.1.10,0.00108430
SRR18280411,BA.1.1.9,0.32816315
SRR18280411,BA.1.15,0.25020867
SRR18280411,BA.1,0.12625900
SRR18280411,B.1.1.529,0.09289004
SRR18280411,BA.1.1.16,0.05766310
SRR18280411,BA.1.1.6,0.03633110
SRR18280411,BA.1.10,0.01262290
SRR18280411,BA.1.17.2,0.00500257
SRR18280411,BA.1.4,0.00233296
SRR18280411,BA.1.15.1,0.00210131
SRR18280411,B.1.1.111,0.00172919
SRR18280411,BA.1.1.3,0.00165654
SRR18280411,B.1.1.359,0.00148877
SRR18280411,B.1.1.207,0.00135213
SRR18280411,BA.1.16.2,0.00128349
SRR18280411,BA.1.1.14,0.00116279
SRR18280411,B.1.1.525,0.00115274
SRR18280411,B.1.1.361,0.00113605
SRR18280411,B.1.1.408,0.00111982
SRR18280411,BA.1.1.15,0.00102705
SRR18280411,N.7,0.00101454
SRR18280412,BA.1.1.16,0.43841079
SRR18280412,BA.1.15,0.32964037
SRR18280412,BA.1,0.12625981
SRR18280412,BA.1.1.6,0.03517440
SRR18280412,BA.1.17.2,0.00565314
SRR18280412,BA.1.1.9,0.00549451
SRR18280412,BA.1.3,0.00285919
SRR18280412,BA.1.4,0.00200354
SRR18280412,BA.1.16.2,0.00181862
SRR18280412,BA.1.1.14,0.00172652
SRR18280412,BA.1.1.1,0.00168069
SRR18280412,BA.1.10,0.00162168
SRR18280412,BA.1.15.1,0.00142130
SRR18280412,XF,0.00130310
SRR18280412,BA.1.1.10,0.00122183
SRR18280412,BC.1,0.00108980
SRR18280413,BA.1.1.16,0.55133720
SRR18280413,BA.1.1.18,0.25751300
SRR18280413,BA.1.15,0.03635067
SRR18280413,BA.1.1.6,0.03539970
SRR18280413,BA.1.15.1,0.00278132
SRR18280413,BA.1.4,0.00278071
SRR18280413,B.1.1.322,0.00266089
SRR18280413,BA.1.1.10,0.00201248
SRR18280413,BA.1.1.4,0.00197848
SRR18280413,BA.1.1.5,0.00196309
SRR18280413,BA.1.16.2,0.00183069
SRR18280413,BA.1.1.15,0.00174419
SRR18280413,BA.1.1.14,0.00174216
SRR18280413,B.1.1.207,0.00171250
SRR18280413,B.1.1.119,0.00162105
SRR18280413,BA.1.3,0.00147028
SRR18280413,B.1.1.111,0.00146893
SRR18280413,B.1.1.249,0.00143928
SRR18280413,B.1.1.133,0.00123161
SRR18280413,B.1.1.359,0.00120458
SRR18280413,B.1.1.92,0.00116557
SRR18280413,B.1.1.383,0.00112697
SRR18280413,BA.1.1.11,0.00107713
SRR18280413,N.2,0.00107187
SRR18280413,B.1.1.147,0.00105461
SRR18280413,B.1.1.458,0.00102774
SRR18280413,B.1.1.196,0.00102223
SRR18280413,B.1.1.153,0.00101189
SRR18280413,B.1.1.121,0.00100402
SRR18280414,BA.1.1.9,0.59503146
SRR18280414,BA.1.5,0.11737100
SRR18280414,BA.1,0.04894402
SRR18280414,BA.1.15,0.03610312
SRR18280414,BA.1.1.6,0.03426020
SRR18280414,B.1.1.529,0.02677159
SRR18280414,B,0.00846488
SRR18280414,B.15,0.00531915
SRR18280414,B.42,0.00436169
SRR18280414,B.20,0.00360036
SRR18280414,BA.1.16.2,0.00356197
SRR18280414,BA.1.4,0.00287954
SRR18280414,B.1.76,0.00281606
SRR18280414,BA.1.17.2,0.00275997
SRR18280414,B.1.195,0.00255457
SRR18280414,XF,0.00226754
SRR18280414,BA.1.1.1,0.00206016
SRR18280414,BA.1.15.1,0.00200507
SRR18280414,B.46,0.00195164
SRR18280414,B.1.8,0.00176030
SRR18280414,B.1.201,0.00161518
SRR18280414,BA.1.10,0.00153305
SRR18280414,B.23,0.00151687
SRR18280414,BA.1.1.18,0.00149333
SRR18280414,BA.1.20,0.00147493
SRR18280414,BA.1.1.4,0.00146107
SRR18280414,B.55,0.00145662
SRR18280414,B.30,0.00145490
SRR18280414,B.1.97,0.00141924
SRR18280414,BA.1.1.13,0.00140647
SRR18280414,B.1.14,0.00134071
SRR18280414,BA.1.1.10,0.00128977
SRR18280414,B.1.128,0.00124786
SRR18280414,B.58,0.00123284
SRR18280414,B.10,0.00122709
SRR18280414,B.1.530,0.00121951
SRR18280414,B.1.23,0.00119798
SRR18280414,B.6,0.00115788
SRR18280414,B.1.502,0.00115514
SRR18280414,BA.1.9,0.00111982
SRR18280414,B.5,0.00105116
SRR18280414,B.12,0.00104548
SRR18280414,B.4.6,0.00104281
SRR18280415,BA.1.1.16,0.33254898
SRR18280415,BA.1,0.14554518
SRR18280415,BA.1.15,0.14318889
SRR18280415,BA.1.1.17,0.05447516
SRR18280415,BA.1.19,0.04355190
SRR18280415,XS,0.03723372
SRR18280415,BA.1.1.10,0.03405207
SRR18280415,BA.1.1.6,0.02954230
SRR18280415,BA.1.1.18,0.02844590
SRR18280415,BA.1.17.2,0.01617120
SRR18280415,BA.1.1.13,0.00901639
SRR18280415,XF,0.00469178
SRR18280415,BA.1.16.2,0.00303926
SRR18280415,B.1.1.529,0.00267952
SRR18280415,BA.1.7,0.00244086
SRR18280415,B.1.1.336,0.00222986
SRR18280415,BA.1.10,0.00207155
SRR18280415,BA.1.4,0.00203011
SRR18280415,BA.1.1.3,0.00189085
SRR18280415,BA.1.1.5,0.00164908
SRR18280415,BA.1.14,0.00159643
SRR18280415,B.1.1.207,0.00147153
SRR18280415,AY.46.2,0.00146330
SRR18280415,AY.103.1,0.00142079
SRR18280415,AY.46.1,0.00141619
SRR18280415,B.1.1.4,0.00134283
SRR18280415,BA.1.1.1,0.00131474
SRR18280415,BA.1.1.4,0.00124080
SRR18280415,BA.1.15.1,0.00117617
SRR18280415,AY.33.1,0.00113349
SRR18280415,B.1.1.525,0.00113338
SRR18280415,AY.91.1,0.00108888
SRR18280415,B.1.1.371,0.00106952
SRR18280415,B.1.1.359,0.00103350
SRR18280415,AY.116.1,0.00101333
SRR18300800,BA.1.1.12,0.36265441
SRR18300800,BA.1.1.9,0.36265441
SRR18300800,BA.1,0.20885695
SRR18300800,BA.1.17,0.03904460
SRR18300800,BA.1.1.10,0.00473093
SRR18300800,BA.1.16.2,0.00299794
SRR18300800,XV,0.00177396
SRR18300800,BA.1.15.1,0.00118796
SRR18300801,BA.1,0.58905054
SRR18300801,BA.1.15,0.21315137
SRR18300801,XM,0.13529713
SRR18300801,B.1.1.529,0.04147628
SRR18300801,BA.1.16.2,0.00216907
SRR18300801,BA.1.15.1,0.00123018
SRR18300801,BA.1.1.11,0.00109258
SRR18300802,BA.1.17,0.06948124
SRR18300802,BA.1.1.11,0.06948124
SRR18300802,BA.1.18,0.06948124
SRR18300802,BA.1.9,0.06948124
SRR18300802,BA.1.16,0.06948124
SRR18300802,BA.1.1.18,0.06948124
SRR18300802,BA.1.1.9,0.06948124
SRR18300802,BA.1.1.7,0.06948124
SRR18300802,BA.1.1,0.06948124
SRR18300802,BA.1.1.17,0.06948124
SRR18300802,BA.1.17.2,0.06948124
SRR18300802,BA.1.17.1,0.06948124
SRR18300802,BA.1,0.06948124
SRR18300802,BA.1.10,0.06948124
SRR18300802,BA.1.1.14,0.00418410
SRR18300802,BA.1.1.10,0.00335683
SRR18300802,BA.1.13.1,0.00295723
SRR18300802,BA.1.16.2,0.00200465
SRR18300802,BC.1,0.00179828
SRR18300802,BA.1.6,0.00154219
SRR18300802,BA.1.1.3,0.00142439
SRR18300802,BA.1.1.13,0.00123609
SRR18300802,BA.1.4,0.00113572
SRR18300802,BA.1.15.1,0.00113138
SRR18300802,BA.1.3,0.00112676
SRR18300803,BA.1.1.17,0.49116701
SRR18300803,BA.1.1.8,0.49116701
SRR18300803,BA.1,0.00486681
SRR18300803,BA.1.1.10,0.00210793
SRR18300803,BA.1.1.18,0.00175439
SRR18300803,BA.1.20,0.00146843
SRR18300803,BA.1.1.5,0.00127334
SRR18300803,BA.1.1.9,0.00116144
SRR18300803,BA.1.3,0.00103135
SRR18300804,BA.1.10,0.05729638
SRR18300804,BA.1.17.2,0.05729638
SRR18300804,BA.1.7,0.05729638
SRR18300804,BA.1.6,0.05729638
SRR18300804,BA.1.21,0.05729638
SRR18300804,BA.1.13,0.05729638
SRR18300804,BA.1.16,0.05729638
SRR18300804,BA.1.1,0.05729638
SRR18300804,BA.1.17,0.05729638
SRR18300804,BA.1.1.16,0.05729638
SRR18300804,BA.1.13.1,0.05729638
SRR18300804,BA.1.1.4,0.05729638
SRR18300804,BA.1.1.6,0.05729638
SRR18300804,BA.1.1.11,0.05729638
SRR18300804,BA.1.1.12,0.05729638
SRR18300804,BA.1.1.7,0.05729638
SRR18300804,BA.1.1.8,0.05729638
SRR18300804,BA.1.5,0.01224490
SRR18300804,BA.1.16.2,0.00319489
SRR18300804,BA.1.8,0.00137855
SRR18300804,BA.1.1.13,0.00131062
SRR18300804,BA.1.4,0.00106157
SRR18300805,BA.1.1.9,0.88312973
SRR18300805,BA.1,0.09209214
SRR18300805,BA.1.18,0.00246914
SRR18300805,BA.1.10,0.00225734
SRR18300805,BA.1.16.2,0.00167496
SRR18300805,BA.1.1.10,0.00129032
SRR18300805,BA.1.1.18,0.00120919
SRR18300805,BA.1.1.11,0.00120287
SRR18300806,BA.1.1.2,0.49888142
SRR18300806,BA.1,0.42140013
SRR18300806,BA.1.20,0.06149380
SRR18300806,BA.1.1.10,0.00253632
SRR18300806,BA.1.4,0.00197707
SRR18300807,BA.1.1.9,0.50495080
SRR18300807,BA.1.18,0.46072400
SRR18300807,BA.1,0.00807400
SRR18300807,BA.1.1.10,0.00484966
SRR18300807,BA.1.4,0.00206799
SRR18300807,BA.1.16.2,0.00140203
SRR18300807,BA.1.10,0.00125471
SRR18300807,BA.1.1.11,0.00107127
SRR18300808,BA.1,0.71884228
SRR18300808,B.1.1.529,0.14944822
SRR18300808,XM,0.11331181
SRR18300808,BA.1.1.10,0.00261389
SRR18300808,BA.1.16.2,0.00121729
SRR18300808,BA.1.1.11,0.00113179
SRR18300808,BA.1.1.1,0.00104076
SRR18300809,BA.1.10,0.97139192
SRR18300809,BC.1,0.00302115
SRR18300809,BA.1.16,0.00250719
SRR18300809,BA.1.1.10,0.00182059
SRR18300809,BA.1.7,0.00174216
SRR18300809,BA.1.15.1,0.00163221
SRR18300809,BA.1.1.15,0.00138504
SRR18300809,BA.1.16.2,0.00137781
SRR18300809,BA.1.1.9,0.00123609
SRR18300809,BA.1.1.6,0.00119783
SRR18300810,BA.1.1.12,0.97285332
SRR18300810,BA.1.1.13,0.00227101
SRR18300810,BA.1.1.10,0.00216621
SRR18300810,BA.1.16.2,0.00170179
SRR18300810,BA.1.4,0.00128771
SRR18300810,BA.1.1.6,0.00123916
SRR18300810,BA.1.1.3,0.00117676
SRR18300810,B.1.1.529,0.00108878
SRR18300811,BA.1,0.87727177
SRR18300811,BA.1.10,0.05748591
SRR18300811,BA.1.15,0.03033786
SRR18300811,BA.1.16.2,0.00597127
SRR18300811,BA.1.1.13,0.00421053
SRR18300811,BA.1.1.11,0.00260694
SRR18300811,BA.1.1.10,0.00188724
SRR18300811,BA.1.3,0.00187441
SRR18300811,XF,0.00142079
SRR18300811,BA.1.18,0.00139082
SRR18300811,BA.1.7,0.00119832
SRR18300811,BA.1.4,0.00100633
SRR18321871,BA.1.1.9,0.85010887
SRR18321871,B.1.1.529,0.10046964
SRR18321871,BA.1.16.2,0.00351064
SRR18321871,BA.1.1.14,0.00222717
SRR18321871,BA.1.17.2,0.00215054
SRR18321871,BA.1.3,0.00191755
SRR18321871,BA.1.4,0.00184120
SRR18321871,BA.1.15.1,0.00180480
SRR18321871,BA.1.1.10,0.00148368
SRR18321871,N.7,0.00126636
SRR18321871,BA.1.1.3,0.00122073
SRR18321871,B.1.1.408,0.00106884
SRR18321871,BA.1.5,0.00105664
SRR18321872,BA.1.1.18,0.23571200
SRR18321872,B.1.1.529,0.16212646
SRR18321872,BA.1.1.9,0.14430864
SRR18321872,BA.1.1.15,0.14430864
SRR18321872,BA.1.1.10,0.14430864
SRR18321872,BA.1.1.14,0.14430864
SRR18321872,XM,0.00452461
SRR18321872,BA.1.15.1,0.00117371
SRR18321872,BA.1.1.11,0.00108921
SRR18321873,BA.1,0.47056915
SRR18321873,BA.1.15,0.35279229
SRR18321873,BA.1.15.2,0.11609900
SRR18321873,BA.1.9,0.03240196
SRR18321873,BA.1.4,0.00266785
SRR18321873,BA.1.16.2,0.00212495
SRR18321873,BA.1.10,0.00192308
SRR18321873,BA.1.1.10,0.00163256
SRR18321873,BA.1.1.14,0.00145560
SRR18321873,BA.1.17.2,0.00143678
SRR18321873,BA.1.1.3,0.00129329
SRR18321873,BA.1.17.1,0.00127262
SRR18321873,BA.1.1.18,0.00112663
SRR18321873,BA.1.15.1,0.00100849
SRR18321874,BA.1.1.13,0.97503858
SRR18321874,BA.1.1.10,0.00374532
SRR18321874,BA.1.1.18,0.00152387
SRR18321874,BA.1.1.3,0.00135545
SRR18321874,BA.1,0.00112771
SRR18321874,BA.1.16.2,0.00112054
SRR18321874,BA.1.4,0.00110391
SRR18321874,BA.1.10,0.00103775
SRR18321875,BA.1,0.91631246
SRR18321875,BA.1.1.9,0.01556349
SRR18321875,BA.1.1.18,0.01556349
SRR18321875,BA.1.1.10,0.01556349
SRR18321875,BA.1.1.15,0.01556349
SRR18321875,BA.1.1.4,0.00359368
SRR18321875,BA.1.1.14,0.00217675
SRR18321875,BA.1.4,0.00202429
SRR18321875,BA.1.1.5,0.00124528
SRR18321875,BA.1.1.1,0.00103756
SRR18321876,BA.1.1.13,0.97142949
SRR18321876,BA.1.1.15,0.00203390
SRR18321876,BA.1.16.2,0.00196791
SRR18321876,XS,0.00155824
SRR18321876,XF,0.00145797
SRR18321876,BA.1.10,0.00141243
SRR18321876,BA.1.1.14,0.00136116
SRR18321876,BA.1.1.18,0.00132120
SRR18321876,BA.1.15,0.00128310
SRR18321876,BA.1.15.1,0.00121673
SRR18321876,BA.1.1.1,0.00118873
SRR18321876,BA.1.4,0.00115808
SRR18321876,BC.1,0.00108578
SRR18321876,BA.1.18,0.00108108
SRR18321877,BA.1.1.9,0.97771056
SRR18321877,BA.1.1.1,0.00286260
SRR18321877,BA.1.15.2,0.00177936
SRR18321877,BA.1.1.15,0.00149626
SRR18321877,BA.1.16.2,0.00125703
SRR18321877,BA.1.4,0.00113841
SRR18321880,BA.1.15,0.46417061
SRR18321880,BA.1.1.10,0.44624200
SRR18321880,BA.1.1.13,0.01877269
SRR18321880,BA.1.10,0.00973789
SRR18321880,BA.1.18,0.00973789
SRR18321880,BA.1.1,0.00973789
SRR18321880,BA.1.19,0.00973789
SRR18321880,BA.1.16.2,0.00299590
SRR18321880,BA.1.4,0.00284753
SRR18321880,BA.1.3,0.00226202
SRR18321880,BA.1.1.3,0.00225796
SRR18321880,BA.1.8,0.00159146
SRR18321880,BA.1.1.7,0.00151134
SRR18321880,BA.1.1.4,0.00147874
SRR18321880,BA.1.1.18,0.00143032
SRR18321880,BA.1.15.1,0.00124233
SRR18321880,BA.1.9,0.00115207
SRR18321880,BA.1.6,0.00111359
SRR18321880,BA.1.7,0.00108238
SRR18321880,BC.1,0.00107066
SRR18337866,BA.1.9,0.40897138
SRR18337866,B.20,0.12500000
SRR18337866,B.1.1.161,0.09724000
SRR18337866,BA.1.15,0.08833390
SRR18337866,BA.1.17.2,0.03369335
SRR18337866,B.1.1.256,0.02188180
SRR18337866,B.1.1.118,0.02169980
SRR18337866,B.1.1.148,0.02009270
SRR18337866,B.1.1.7,0.01429195
SRR18337866,B.1.420,0.01180716
SRR18337866,BA.1.1.9,0.01052672
SRR18337866,BA.1.20,0.01016500
SRR18337866,B.1.1.134,0.00746339
SRR18337866,BA.1.16.2,0.00698743
SRR18337866,BA.1.1.6,0.00579395
SRR18337866,B.15,0.00578715
SRR18337866,B,0.00578715
SRR18337866,B.1.1.322,0.00493518
SRR18337866,B.31,0.00419328
SRR18337866,B.1.1.189,0.00405680
SRR18337866,B.1.383,0.00404858
SRR18337866,B.1.14,0.00401606
SRR18337866,B.1.384,0.00400000
SRR18337866,B.1.178,0.00399265
SRR18337866,B.1.70,0.00333333
SRR18337866,B.1.1.5,0.00295858
SRR18337866,B.1.195,0.00295773
SRR18337866,B.1.377,0.00278421
SRR18337866,B.1.1.57,0.00259740
SRR18337866,B.1.543,0.00251921
SRR18337866,B.1.1.158,0.00208768
SRR18337866,B.1.1.359,0.00189771
SRR18337866,BA.1.15.1,0.00186220
SRR18337866,B.1.560,0.00176678
SRR18337866,B.1.356,0.00172265
SRR18337866,B.1.1.129,0.00146092
