SRR,Sublineage,SublineageFrequency
SRR18337866,B.1.142,0.00145138
SRR18337866,B.1.225,0.00144196
SRR18337866,B.1.23,0.00141293
SRR18337866,BA.1.4,0.00138122
SRR18337866,B.1.105,0.00136799
SRR18337866,B.1.1.152,0.00135685
SRR18337866,B.1.1.398,0.00131349
SRR18337866,B.1.1.286,0.00118064
SRR18337866,B.59,0.00109254
SRR18337866,B.1.1.380,0.00104853
SRR18337866,BA.1.1.4,0.00104058
SRR18337866,B.1.1.338,0.00101351
SRR18337866,B.1.1.379,0.00100545
SRR18337868,BA.1.9,0.36169839
SRR18337868,BA.1.15,0.15138722
SRR18337868,B.1.1.161,0.11385968
SRR18337868,BA.1.17,0.05714290
SRR18337868,B.1.1.160,0.05071451
SRR18337868,B.26,0.03759010
SRR18337868,B,0.03676223
SRR18337868,B.15,0.03676223
SRR18337868,B.47,0.03676223
SRR18337868,B.1.1.317,0.01195010
SRR18337868,B.1.1.7,0.01053189
SRR18337868,BA.1.1.11,0.00699301
SRR18337868,B.4.6,0.00552486
SRR18337868,BA.1.15.1,0.00503778
SRR18337868,B.1.1.420,0.00471827
SRR18337868,A.1,0.00442478
SRR18337868,B.1.1.322,0.00440296
SRR18337868,BA.1.3,0.00414938
SRR18337868,B.31,0.00270869
SRR18337868,B.1.1.361,0.00253165
SRR18337868,BA.1.10,0.00252525
SRR18337868,AY.46.3,0.00248756
SRR18337868,B.1.1.228,0.00243309
SRR18337868,B.1.1.356,0.00234394
SRR18337868,B.1.1.129,0.00231214
SRR18337868,B.1.195,0.00213693
SRR18337868,B.1.1.210,0.00192386
SRR18337868,B.1.377,0.00190144
SRR18337868,AY.91,0.00168350
SRR18337868,B.1.1.148,0.00148243
SRR18337868,B.10,0.00146341
SRR18337868,AY.104,0.00141626
SRR18337868,B.1.1.359,0.00136226
SRR18337868,B.1.1.283,0.00128828
SRR18337868,BA.1.20,0.00127551
SRR18337868,B.1.1.464,0.00125628
SRR18337868,B.1.70,0.00101729
SRR18337868,B.1.543,0.00100503
SRR18337869,BA.1.9,0.39586785
SRR18337869,B.1.1.161,0.19505659
SRR18337869,BA.1.15,0.07070006
SRR18337869,B,0.06932377
SRR18337869,B.15,0.06932377
SRR18337869,BA.1.17,0.04991704
SRR18337869,XM,0.03262003
SRR18337869,B.1.1.119,0.01885417
SRR18337869,B.1.1.33,0.01268851
SRR18337869,BA.1.16.2,0.01195310
SRR18337869,BA.1.14.1,0.00882200
SRR18337869,B.1.1.327,0.00743000
SRR18337869,BA.1.15.1,0.00524934
SRR18337869,B.1.1.228,0.00360144
SRR18337869,B.1.1.336,0.00269542
SRR18337869,BA.1.10,0.00266667
SRR18337869,B.31,0.00243109
SRR18337869,B.1.1.189,0.00240964
SRR18337869,B.1.1.258,0.00229885
SRR18337869,BA.1.1.18,0.00224719
SRR18337869,B.37,0.00187166
SRR18337869,BA.1.4,0.00181488
SRR18337869,B.30,0.00167504
SRR18337869,B.1.1.344,0.00161812
SRR18337869,B.10,0.00157584
SRR18337869,B.1.1.506,0.00155551
SRR18337869,BA.1.17.2,0.00143816
SRR18337869,B.1.1.398,0.00138950
SRR18337869,B.1.1.519,0.00120808
SRR18337869,B.1.1.359,0.00114972
SRR18337869,B.1.1.322,0.00114375
SRR18337869,B.1.1.129,0.00104058
SRR18337871,BA.1.9,0.35481334
SRR18337871,BA.1.15,0.14563100
SRR18337871,B.1.1.161,0.12279670
SRR18337871,B.20,0.12194489
SRR18337871,B.1.1.160,0.04378930
SRR18337871,BA.1.20,0.03870290
SRR18337871,BA.1.17,0.02477880
SRR18337871,B.41,0.01884607
SRR18337871,B.1.1.33,0.01482034
SRR18337871,B.1.215,0.00909091
SRR18337871,B.1.1.322,0.00888480
SRR18337871,B.1.395,0.00826446
SRR18337871,B.1.195,0.00728635
SRR18337871,B.1.1.359,0.00667081
SRR18337871,P.7,0.00354610
SRR18337871,B.1.1.154,0.00345423
SRR18337871,B.1.1.174,0.00294946
SRR18337871,B.59,0.00275492
SRR18337871,B.1.1.459,0.00246305
SRR18337871,B.1.1.159,0.00237608
SRR18337871,B.1.8,0.00229885
SRR18337871,B.31,0.00219379
SRR18337871,B.1.1.109,0.00205339
SRR18337871,B.1.103,0.00178062
SRR18337871,B.52,0.00149477
SRR18337871,B.1.198,0.00134065
SRR18337871,B.1.557,0.00131614
SRR18337871,B.27,0.00129450
SRR18337871,B.1.1.152,0.00119474
SRR18337871,B.10,0.00117343
SRR18337871,B.1.404,0.00115393
SRR18337871,N.1,0.00110803
SRR18337871,B.1.1.242,0.00110254
SRR18337871,B.1.1.286,0.00108366
SRR18337871,B.23,0.00107982
SRR18337871,B.1.225,0.00103665
SRR18337873,BA.1.9,0.46485546
SRR18337873,B.20,0.13079517
SRR18337873,B.1.1.161,0.08104505
SRR18337873,BA.1.15,0.05633800
SRR18337873,B.1.1.154,0.01824820
SRR18337873,B.1.1.402,0.01787968
SRR18337873,B.1.1.480,0.01677850
SRR18337873,B.1.533,0.01186504
SRR18337873,B.1.1.185,0.01176470
SRR18337873,BA.1.7,0.01123600
SRR18337873,B.1.1.256,0.01098900
SRR18337873,B.1.157,0.00956938
SRR18337873,A.1,0.00921659
SRR18337873,B.1.1.189,0.00885972
SRR18337873,B.1.1.322,0.00868855
SRR18337873,XS,0.00747576
SRR18337873,B.1.1.216,0.00593629
SRR18337873,BA.1.1.7,0.00588235
SRR18337873,B.1.1.129,0.00572519
SRR18337873,N.4,0.00571429
SRR18337873,B.1.1.177,0.00564972
SRR18337873,B.1.1.317,0.00538023
SRR18337873,B.1.1.33,0.00496760
SRR18337873,B.1.70,0.00396825
SRR18337873,B.1.1.279,0.00371058
SRR18337873,B.1.1.160,0.00341978
SRR18337873,B.1.1.228,0.00309598
SRR18337873,B.1.1.257,0.00295858
SRR18337873,XP,0.00280899
SRR18337873,B.1.1.38,0.00274322
SRR18337873,B.1.1.296,0.00265957
SRR18337873,BA.1.1.18,0.00242718
SRR18337873,B.1.1.174,0.00227986
SRR18337873,BA.1.1.4,0.00226757
SRR18337873,B.1.382,0.00221729
SRR18337873,B.23,0.00205761
SRR18337873,B.1.420,0.00200803
SRR18337873,B.1.1.196,0.00180832
SRR18337873,B.1.1.359,0.00174884
SRR18337873,B.1.565,0.00170648
SRR18337873,B.1.1.98,0.00158957
SRR18337873,B.31,0.00154589
SRR18337873,B.1.1.338,0.00149813
SRR18337873,B.29,0.00138313
SRR18337873,B.1.418,0.00138143
SRR18337873,AY.39.1,0.00132560
SRR18337873,B.1.1.277,0.00123001
SRR18337873,N.5,0.00121507
SRR18337873,B.10,0.00112689
SRR18337873,BA.3,0.00112676
SRR18337873,XM,0.00104404
SRR18337873,C.20,0.00102690
SRR18337874,BA.1.9,0.36185265
SRR18337874,BA.1.17.2,0.08800880
SRR18337874,B.5,0.06521740
SRR18337874,B.1.1.161,0.05846864
SRR18337874,BA.1.15,0.05833330
SRR18337874,B.1.1.378,0.05737700
SRR18337874,BA.1.1.10,0.04745382
SRR18337874,B.20,0.04059498
SRR18337874,B.1.1.160,0.03127901
SRR18337874,B.55,0.02432280
SRR18337874,B.1.1.322,0.01577590
SRR18337874,B.1.1.33,0.01139136
SRR18337874,B.1.1.63,0.00688977
SRR18337874,AY.46.2,0.00675691
SRR18337874,B.1.1.154,0.00608519
SRR18337874,B.1.1.75,0.00588235
SRR18337874,B.1.1.189,0.00531915
SRR18337874,AY.113,0.00526638
SRR18337874,BA.1.1.18,0.00507614
SRR18337874,B.57,0.00502513
SRR18337874,N.3,0.00457005
SRR18337874,B.1.1.40,0.00403955
SRR18337874,B.1.1.141,0.00374532
SRR18337874,B.1.1.7,0.00357497
SRR18337874,B.4.5,0.00333333
SRR18337874,AY.91,0.00331675
SRR18337874,BA.1.5,0.00312500
SRR18337874,B.1.1.228,0.00296150
SRR18337874,A.2,0.00263615
SRR18337874,B.1.1.44,0.00233645
SRR18337874,B.1.1.398,0.00226884
SRR18337874,A.1,0.00224719
SRR18337874,B.1.578,0.00206493
SRR18337874,B.30,0.00195503
SRR18337874,BA.1.10,0.00190476
SRR18337874,B.1.1.258,0.00184928
SRR18337874,B.10,0.00176593
SRR18337874,B.1.1.29,0.00169363
SRR18337874,B.1.1.249,0.00166667
SRR18337874,AY.106,0.00166389
SRR18337874,B.1.1.98,0.00164579
SRR18337874,B.1.1.286,0.00156245
SRR18337874,B.1.1.359,0.00155289
SRR18337874,AY.114,0.00145560
SRR18337874,B.1.1.116,0.00119474
SRR18337874,AY.126,0.00111821
SRR18337874,BA.1.1.4,0.00110497
SRR18337874,B.1.1.136,0.00110057
SRR18337886,BA.1.9,0.45306447
SRR18337886,B.20,0.12500000
SRR18337886,BA.1.15,0.09523810
SRR18337886,B.1.1.256,0.04046240
SRR18337886,B.1.1.205,0.02439020
SRR18337886,B.26,0.02385252
SRR18337886,B.1.1.161,0.01943827
SRR18337886,B.1.1.58,0.01928370
SRR18337886,B.1.1.92,0.01754390
SRR18337886,B.1.1.46,0.01612900
SRR18337886,B.1.1.254,0.01282050
SRR18337886,XS,0.00950482
SRR18337886,B.1.1.239,0.00899550
SRR18337886,B.1.1,0.00806509
SRR18337886,B.1.1.367,0.00806509
SRR18337886,B.1.1.169,0.00806509
SRR18337886,BA.1.17,0.00696721
SRR18337886,B.31,0.00687297
SRR18337886,B.1.1.359,0.00599752
SRR18337886,B.1.1.312,0.00571429
SRR18337886,B.5,0.00478469
SRR18337886,BA.1.16.2,0.00418410
SRR18337886,B.1.1.244,0.00408163
SRR18337886,A.1,0.00395257
SRR18337886,BA.1.20,0.00333333
SRR18337886,B.1.560,0.00301205
SRR18337886,B.1.1.38,0.00251889
SRR18337886,B.1.1.198,0.00248928
SRR18337886,B.1.1.291,0.00234192
SRR18337886,B.10,0.00232897
SRR18337886,B.1.256,0.00224719
SRR18337886,B.1.157,0.00224215
SRR18337886,BA.1.4,0.00217865
SRR18337886,B.1.1.519,0.00181818
SRR18337886,BA.1.1.18,0.00170940
SRR18337886,B.1.1.204,0.00165289
SRR18337886,B.1.234,0.00158676
SRR18337886,B.1.1.380,0.00151480
SRR18337886,B.1.1.249,0.00144092
SRR18337886,BA.1.17.2,0.00136612
SRR18337886,BA.1.14,0.00124231
SRR18337886,B.1.1.118,0.00112486
SRR18337886,B.1.1.316,0.00110011
SRR18337886,B.1.1.98,0.00106082
SRR18337886,B.1.1.17,0.00101061
SRR18337890,BA.1.9,0.46911321
SRR18337890,BA.1.15,0.12121200
SRR18337890,B.20,0.09021573
SRR18337890,B.1.1.192,0.05886562
SRR18337890,B.1.1.203,0.03030300
SRR18337890,BA.1.1.10,0.02133175
SRR18337890,BA.1.20,0.02052790
SRR18337890,B.1.1.171,0.02000000
SRR18337890,XM,0.01636599
SRR18337890,B.1.6,0.01517543
SRR18337890,B.1.1.33,0.00782164
SRR18337890,B.1.1.8,0.00729927
SRR18337890,B.1.220,0.00715564
SRR18337890,B.1.1.44,0.00693532
SRR18337890,B.1.1.46,0.00675676
SRR18337890,B.1.1.453,0.00585172
SRR18337890,BA.1.5,0.00510204
SRR18337890,B.1.1.398,0.00476817
SRR18337890,B.1.1.7,0.00383938
SRR18337890,B.1.1.359,0.00339200
SRR18337890,BA.1.19,0.00299432
SRR18337890,B.33,0.00280177
SRR18337890,B.1.1.228,0.00263158
SRR18337890,B.59,0.00233748
SRR18337890,B.1.1.189,0.00218818
SRR18337890,BA.1.1.18,0.00212089
SRR18337890,B.37,0.00210526
SRR18337890,B.1.1.39,0.00198020
SRR18337890,B.1.1.111,0.00193673
SRR18337890,B.1.195,0.00190967
SRR18337890,B.1.1.361,0.00172414
SRR18337890,B.1.1.109,0.00171527
SRR18337890,B.1.1.116,0.00170532
SRR18337890,B.1.1.309,0.00168814
SRR18337890,B.46,0.00164204
SRR18337890,B.4.4,0.00162955
SRR18337890,B.1.103,0.00152672
SRR18337890,B.1.416.1,0.00148148
SRR18337890,B.1.1.290,0.00142117
SRR18337890,B.1.1.459,0.00141643
SRR18337890,BA.1.4,0.00140252
SRR18337890,B.1.1.308,0.00139331
SRR18337890,B.1.1.519,0.00139303
SRR18337890,BA.1.1.8,0.00138696
SRR18337890,B.1.1.152,0.00137174
SRR18337890,B.1.1.130,0.00133869
SRR18337890,B.1.1.129,0.00129618
SRR18337890,B.1.1.339,0.00127389
SRR18337890,B.1.1.107,0.00119904
SRR18337892,BA.1.9,0.42532864
SRR18337892,BA.1.15,0.14893600
SRR18337892,B,0.05366499
SRR18337892,B.15,0.05366499
SRR18337892,B.1.1.254,0.03921570
SRR18337892,B.1.1.291,0.03307090
SRR18337892,BA.1.20,0.02666670
SRR18337892,B.1.105,0.02149180
SRR18337892,B.1.1.161,0.01925927
SRR18337892,B.1.1.221,0.01666670
SRR18337892,B.1.1.164,0.01538460
SRR18337892,BA.1.16.2,0.01216970
SRR18337892,B.1.1.33,0.01181227
SRR18337892,B.1.1.438,0.00980392
SRR18337892,B.1.1.448,0.00853485
SRR18337892,B.1.134,0.00744857
SRR18337892,B.31,0.00679492
SRR18337892,B.1.560,0.00569539
SRR18337892,B.1.384,0.00526605
SRR18337892,B.1.1.322,0.00460879
SRR18337892,B.1.1.398,0.00357232
SRR18337892,B.1.1.14,0.00266667
SRR18337892,B.1.1.359,0.00257994
SRR18337892,B.1.8,0.00250627
SRR18337892,B.1.195,0.00248232
SRR18337892,B.1.1.228,0.00234192
SRR18337892,B.1.1.129,0.00224888
SRR18337892,A.19,0.00215332
SRR18337892,B.1.1.198,0.00199203
SRR18337892,XP,0.00194553
SRR18337892,B.10,0.00176600
SRR18337892,B.1.1.98,0.00164770
SRR18337892,B.1.76,0.00149701
SRR18337892,A.1,0.00149477
SRR18337892,B.1.1.111,0.00146735
SRR18337892,B.1.1.119,0.00139884
SRR18337892,N.5,0.00134907
SRR18337892,Q.4,0.00129249
SRR18337892,B.1.1.187,0.00121335
SRR18337892,B.30,0.00119760
SRR18337892,BA.1.19,0.00115128
SRR18337892,B.1.1.216,0.00112293
SRR18337892,B.1.443,0.00107411
SRR18337892,B.1.1.336,0.00107090
SRR18337892,B.1.1.463,0.00101695
SRR18429419,BA.1.1.16,0.20000000
SRR18429419,BA.1.1.8,0.12511430
SRR18429419,BA.1.1.11,0.12511430
SRR18429419,BA.1.1.14,0.12511430
SRR18429419,BA.1.1,0.12511430
SRR18429419,BA.1.13.1,0.05093553
SRR18429419,BA.1.13,0.05093553
SRR18429419,BA.1.21,0.05093553
SRR18429419,BA.1.6,0.05093553
SRR18429419,B.1.1.521,0.01428570
SRR18429419,B.1.1.519,0.01369860
SRR18429419,B.1.1.4,0.01149430
SRR18429419,BA.1.1.6,0.00650407
SRR18429419,B.1.1.441,0.00447427
SRR18429419,B.1.1.403,0.00387597
SRR18429419,B.1.1.109,0.00383877
SRR18429419,P.2,0.00355872
SRR18429419,B.1.1.437,0.00310936
SRR18429419,B.1.438.4,0.00288600
SRR18429419,B.1.1.165,0.00283286
SRR18429419,BA.1.20,0.00266312
SRR18429419,A.18,0.00186567
SRR18429419,AY.3.4,0.00181159
SRR18429419,B.1.1.413,0.00158479
SRR18429419,AY.20.1,0.00156740
SRR18429419,B.1.146,0.00147824
SRR18429419,B.1.1.77,0.00142450
SRR18429419,B.1.620,0.00140449
SRR18429419,B.1.1.251,0.00139082
SRR18429419,B.1.544,0.00138313
SRR18429419,BA.1.1.15,0.00137174
SRR18429419,B.1.1.7,0.00114155
SRR18429419,B.1.1.207,0.00100100
SRR18429420,BA.1.15,0.42446000
SRR18429420,BA.1.1.11,0.33209338
SRR18429420,BA.1.1.18,0.14285700
SRR18429420,BA.1.1.13,0.03125000
SRR18429420,BA.1.20,0.01298700
SRR18429420,BA.1.1.6,0.00873362
SRR18429420,B.1.1.309,0.00775194
SRR18429420,B.1.377,0.00570271
SRR18429420,B.1.1.441,0.00549451
SRR18429420,B.1.415.1,0.00369004
SRR18429420,B.1.1.225,0.00357143
SRR18429420,B.1.1.130,0.00340271
SRR18429420,B.1.1.70,0.00334448
SRR18429420,BA.1.9,0.00317500
SRR18429420,A.26,0.00277008
SRR18429420,B.1.1.312,0.00265957
SRR18429420,B.1.1.308,0.00224806
SRR18429420,B.1.265,0.00174825
SRR18429420,B.1.1.7,0.00150830
SRR18429421,BA.1.1,0.26745926
SRR18429421,BA.1.1.8,0.26745926
SRR18429421,BA.1.1.11,0.26745926
SRR18429421,BA.1.5,0.04166670
SRR18429421,BA.1.15,0.03519347
SRR18429421,BA.1.17,0.01710422
SRR18429421,BA.1.17.1,0.01710422
SRR18429421,B.1.1.363,0.00943396
SRR18429421,BA.1.1.17,0.00900901
SRR18429421,B.1.1.155,0.00571429
SRR18429421,B.1.1.447,0.00518319
SRR18429421,L.3,0.00485437
SRR18429421,B.1.621,0.00428266
SRR18429421,AK.1,0.00377596
SRR18429421,B.1.1.413,0.00319489
SRR18429421,B.1.1.192,0.00307692
SRR18429421,B.1.1.138,0.00296150
SRR18429421,BA.1.1.6,0.00251256
SRR18429421,BA.1.20,0.00222222
SRR18429421,AY.73,0.00206186
SRR18429421,Q.6,0.00205761
SRR18429421,B.1.539,0.00194553
SRR18429421,A.27,0.00189000
SRR18429421,C.28,0.00186916
SRR18429421,B.1.1.408,0.00184843
SRR18429421,C.30.1,0.00175420
SRR18429421,B.1.1.249,0.00173310
SRR18429421,B.1.1.120,0.00172265
SRR18429421,B.1.1.77,0.00167785
SRR18429421,B.1.1.441,0.00162075
SRR18429421,B.1.438.4,0.00154516
SRR18429421,B.1.1.373,0.00138696
SRR18429421,B.1.240.2,0.00130548
SRR18429421,B.1.1.512,0.00119760
SRR18429422,BA.1.13,0.30419166
SRR18429422,BA.1.7,0.15000000
SRR18429422,BA.1.18,0.13043500
SRR18429422,BA.1.15,0.09799352
SRR18429422,BA.1.1.16,0.08536590
SRR18429422,BA.1.17.2,0.06611570
SRR18429422,BA.1.20,0.02851320
SRR18429422,BA.1.1.13,0.02666670
SRR18429422,BA.1.14.1,0.02189780
SRR18429422,BA.1,0.02177868
SRR18429422,BA.1.21.1,0.01107010
SRR18429422,BA.1.1.17,0.00858369
SRR18429422,BA.1.1.8,0.00657093
SRR18429422,B.1.248,0.00337838
SRR18429422,B.1.14,0.00325244
SRR18429422,B.1.181,0.00315457
SRR18429422,BA.1.1.15,0.00276243
SRR18429422,B.1.146,0.00275892
SRR18429422,B.47,0.00273224
SRR18429422,A.27,0.00257732
SRR18429422,B.1.177.85,0.00233357
SRR18429422,B.1.377,0.00209644
SRR18429422,AY.93,0.00191205
SRR18429422,B.1.415.1,0.00179856
SRR18429422,B.1.103,0.00167504
SRR18429422,B.1.620,0.00160000
SRR18429422,BA.1.1.6,0.00158479
SRR18429422,B.1.177.44,0.00139082
SRR18429422,B.1.496,0.00137552
SRR18429422,BA.1.15.1,0.00110558
SRR18429423,BA.1.1.14,0.15236433
SRR18429423,BA.1.1,0.15236433
SRR18429423,BA.1.1.18,0.15236433
SRR18429423,BA.1.1.8,0.15236433
SRR18429423,BA.1.1.7,0.15236433
SRR18429423,BA.1.1.11,0.15236433
SRR18429423,BA.1.8,0.01052630
SRR18429423,XF,0.00862069
SRR18429423,B.1.258.7,0.00729927
SRR18429423,AY.4.15,0.00643087
SRR18429423,AY.92,0.00547393
SRR18429423,B.1.377,0.00540541
SRR18429423,B.1.110.3,0.00470588
SRR18429423,B.1.221.3,0.00359712
SRR18429423,B.1.1.327,0.00340136
SRR18429423,B.1.1.528,0.00337838
SRR18429423,B.1.521,0.00314465
SRR18429423,B.46,0.00258732
SRR18429423,A.18,0.00235849
SRR18429423,N.5,0.00210084
SRR18429423,B.4.8,0.00207039
SRR18429423,P.1.17,0.00205762
SRR18429423,P.1.17.1,0.00205762
SRR18429423,B.1.194,0.00195695
SRR18429423,B.1.474,0.00166945
SRR18429423,B.6,0.00163358
SRR18429423,B.1.333,0.00158983
SRR18429423,B.1.1.519,0.00158548
SRR18429423,B.4.5,0.00105854
SRR18429448,BA.2,0.31597515
SRR18429448,XM,0.25653595
SRR18429448,BA.1,0.25000000
SRR18429448,BA.2.33,0.07142860
SRR18429448,BA.2.35,0.02272730
SRR18429448,BA.1.14.1,0.02150540
SRR18429448,BA.1.1.4,0.01287550
SRR18429448,BA.1.1.14,0.00908069
SRR18429448,BA.1.1.10,0.00908069
SRR18429448,BA.1.1.2,0.00908069
SRR18429448,BA.1.10,0.00758703
SRR18429448,BA.1.13,0.00758703
SRR18429448,B.1.498,0.00653595
SRR18429449,BA.1.1.18,0.12378638
SRR18429449,BA.1.1.13,0.12378638
SRR18429449,BA.1.1.14,0.12378638
SRR18429449,BA.1.1.10,0.12378638
SRR18429449,BA.1.1.9,0.12378638
SRR18429449,BA.1.1.7,0.12378638
SRR18429449,BA.1.1.8,0.12378638
SRR18429449,BA.1.1,0.12378638
SRR18429449,B.1.334,0.00719424
SRR18429449,B.1.126,0.00251476
SRR18429450,BA.1.15,0.38461500
SRR18429450,BA.1.1.18,0.06989080
SRR18429450,BA.1.1.10,0.06989080
SRR18429450,BA.1.1.8,0.06989080
SRR18429450,BA.1.1.7,0.06989080
SRR18429450,BA.1.1.12,0.06989080
SRR18429450,BA.1.1.11,0.06989080
SRR18429450,BA.1.1.14,0.06989080
SRR18429450,BA.1.1,0.06989080
SRR18429450,BA.1.20,0.03296700
SRR18429450,BA.1.1.4,0.01086960
SRR18429450,B.1.1.512,0.00578035
SRR18429450,B.1.1.416,0.00416641
SRR18429450,B.1.1.426,0.00226757
SRR18429472,BA.1.1.16,0.42857100
SRR18429472,BA.1.15,0.33333300
SRR18429472,BA.1.1.17,0.12500000
SRR18429472,BA.1,0.09140700
SRR18429472,BA.1.1.18,0.00392917
SRR18429472,BA.1.1.8,0.00392917
SRR18429472,BA.1.1.14,0.00392917
SRR18429472,BA.1.1.7,0.00392917
SRR18429472,B.1.137,0.00383100
SRR18429472,BA.1.1.6,0.00214133
SRR18429473,Error,1.00
SRR18429474,BA.1.15,0.42384100
SRR18429474,BA.1.1.1,0.17215400
SRR18429474,BA.1.7,0.02984660
SRR18429474,BA.1.13,0.02984660
SRR18429474,BA.1,0.02984660
SRR18429474,BA.1.13.1,0.02984660
SRR18429474,BA.1.3,0.02984660
SRR18429474,BA.1.19,0.02984660
SRR18429474,BA.1.16,0.02984660
SRR18429474,BA.1.6,0.02984660
SRR18429474,BA.1.21,0.02984660
SRR18429474,BA.1.10,0.02984660
SRR18429474,B.1.1.192,0.01204820
SRR18429474,B.1.1.128,0.00809717
SRR18429474,BA.1.1.17,0.00722503
SRR18429474,BA.1.1.14,0.00722503
SRR18429474,BA.1.1.18,0.00722503
SRR18429474,BA.1.1.12,0.00722503
SRR18429474,BA.1.1.7,0.00722503
SRR18429474,BA.1.1.8,0.00722503
SRR18429474,B.1.1.464,0.00636943
SRR18429474,AK.2,0.00598802
SRR18429474,B.1.1.485,0.00552486
SRR18429474,B.1.1.46,0.00452489
SRR18429474,B.1.1.38,0.00375940
SRR18429474,B.1.1.384,0.00317460
SRR18429474,B.1.1.130,0.00306122
SRR18429474,B.1.1.395,0.00267380
SRR18429474,B.1.1.423,0.00259740
SRR18429474,B.1.1.83,0.00248301
SRR18429474,XS,0.00188679
SRR18429475,BA.1.1.16,0.16666700
SRR18429475,BA.1.1.17,0.12918588
SRR18429475,BA.1.1.10,0.12918588
SRR18429475,BA.1.1.18,0.12918588
SRR18429475,BA.1.1.12,0.12918588
SRR18429475,BA.1.1.8,0.12918588
SRR18429475,BA.1.1.9,0.12918588
SRR18429475,B.1.1.130,0.01960780
SRR18429475,BA.1.9,0.01234570
SRR18429475,B.1.103,0.01080770
SRR18429475,B.1.1.447,0.00675676
SRR18429475,B.1.1.423,0.00465116
SRR18429475,B.1.1.192,0.00404858
SRR18429476,BA.1.1.16,0.34782600
SRR18429476,BA.1.1.3,0.04792491
SRR18429476,BA.1.1.12,0.04792491
SRR18429476,BA.1.1,0.04792491
SRR18429476,BA.1.1.17,0.04792491
SRR18429476,BA.1.1.11,0.04792491
SRR18429476,BA.1.1.6,0.04792491
SRR18429476,BA.1.1.9,0.04792491
SRR18429476,BA.1.1.7,0.04792491
SRR18429476,BA.1.1.8,0.04792491
SRR18429476,BA.1.1.10,0.04792491
SRR18429476,BA.1.1.2,0.04792491
SRR18429476,BA.1.10,0.01785714
SRR18429476,BA.1.13.1,0.01785714
SRR18429476,BA.1.18,0.01785714
SRR18429476,BA.1.16,0.01785714
SRR18429476,BA.1.13,0.01785714
SRR18429476,BA.1.5,0.01785714
SRR18429476,BA.1.6,0.01785714
SRR18429846,BA.1.1,0.15172315
SRR18429846,B.1.1.529,0.11495900
SRR18429846,BA.1.1.18,0.09655027
SRR18429846,BA.1.1.8,0.09655027
SRR18429846,BA.1.1.7,0.09655027
SRR18429846,BA.1.1.12,0.09655027
SRR18429846,BA.1.1.11,0.09655027
SRR18429846,XS,0.08867613
SRR18429846,B.1.1.322,0.03722294
SRR18429846,BA.1.1.6,0.01058200
SRR18429846,BA.1.1.4,0.00990099
SRR18429846,B.1.1.519,0.00862069
SRR18429846,B.1.1.447,0.00669643
SRR18429846,BA.1.1.5,0.00666667
SRR18429846,AH.1,0.00641026
SRR18429846,AY.4.15,0.00617284
SRR18429846,B.1.1.128,0.00606133
SRR18429846,B.1.1.441,0.00555556
SRR18429846,BA.1.15,0.00511073
SRR18429846,B.1.532,0.00483092
SRR18429846,B.1.1.107,0.00465116
SRR18429846,B.1.1.359,0.00321027
SRR18429846,B.1.1.171,0.00273224
SRR18429846,B.1.1.423,0.00257732
SRR18429846,B.1.1.369,0.00250000
SRR18429846,B.1.1.302,0.00247831
SRR18429846,B.1.1.138,0.00236967
SRR18429846,A.18,0.00233100
SRR18429846,P.6,0.00231481
SRR18429846,B.1.505,0.00224892
SRR18429846,B.1.1.144,0.00206563
SRR18429846,B.1.1.165,0.00200803
SRR18429846,B.1.1.190,0.00196850
SRR18429846,P.1.17,0.00196464
SRR18429846,B.1.1.413,0.00180180
SRR18429846,B.1.1.425,0.00149031
SRR18429846,B.1.1.174,0.00146843
SRR18429846,N.7,0.00136799
SRR18429846,B.1.1.352,0.00124844
SRR18429846,B.1.1.249,0.00112108
SRR18429846,B.1.620,0.00101626
SRR18430166,BA.1.15,0.31057212
SRR18430166,BA.1.1,0.30882171
SRR18430166,BA.1.18,0.18551090
SRR18430166,BA.1.1.10,0.04761900
SRR18430166,BA.1.21,0.04545450
SRR18430166,BA.1,0.01101241
SRR18430166,BA.1.1.16,0.01047261
SRR18430166,BA.1.4,0.00806452
SRR18430166,BA.1.15.2,0.00657895
SRR18430166,BA.1.1.6,0.00590842
SRR18430166,B.1.560,0.00537634
SRR18430166,B.1.1.519,0.00497512
SRR18430166,B.1.377,0.00421659
SRR18430166,B.1.1.187,0.00411523
SRR18430166,B.1.1.154,0.00406504
SRR18430166,B.1.1.207,0.00387597
SRR18430166,BA.1.1.17,0.00266667
SRR18430166,A.25,0.00253165
SRR18430166,P.6,0.00240964
SRR18430166,XS,0.00228959
SRR18430166,A.2.5.1,0.00222717
SRR18430166,B.1.623,0.00215879
SRR18430166,C.4,0.00200313
SRR18430166,B.1.1.77,0.00189394
SRR18430166,BA.1.20,0.00166667
SRR18430166,B.1.556,0.00146628
SRR18430166,B.1.1.49,0.00143598
SRR18430166,B.1.1.525,0.00141243
SRR18430166,N.8,0.00116144
SRR18430166,B.1.1.421,0.00114679
SRR18430166,AY.43.5,0.00113507
SRR18430166,B.1.396,0.00104275
SRR18430166,B.1.1.101,0.00101112
SRR18452471,A,0.99240319
SRR18452471,B.4,0.00364667
SRR18452472,A,0.99523760
SRR18452473,AY.11,0.94132219
SRR18452473,AY.37,0.00336378
SRR18452473,AY.58,0.00336378
SRR18452473,AY.61,0.00336378
SRR18452473,AY.24,0.00336378
